text,coarse_label,fine_label,label,source_line
what is steve rogers 's profession when he 's not captain america ?,HUM,title,3,4993
what russian seaport has a name meaning `` lord of the east '' ?,LOC,city,4,547
how high is the city of denver ?,NUM,dist,5,3995
name a sioux language .,ENTY,lang,2,3937
what is the population of kansas ?,NUM,other,5,3769
on what river is rome built ?,LOC,other,4,5189
what is the exchange rate for australian to american money ?,NUM,money,5,1578
where can i find a large list of 5 to 6 letter words ?,LOC,other,4,1845
what is the origin of the typing practice sentence `` now is the time for all good men to come to the aid of their country '' ?,DESC,desc,1,3474
what do mormons believe ?,DESC,desc,1,36
what new games are available for nintendo 64 ?,ENTY,sport,2,2627
what planet did percival lovell discover ?,LOC,other,4,4519
what is the chemiosmotic theory ?,DESC,def,1,2125
"in order from the top , the four stripes on a can of pepsi are what colors ?",ENTY,color,2,4193
what was the bridge of san luis rey made of ?,ENTY,substance,2,513
what were the first frozen foods ?,ENTY,food,2,2839
what was the great britain population from 1699-172 ?,NUM,count,5,3689
what ocean surrounds the maldive islands ?,LOC,other,4,5366
rotary engines used to be made by whom ?,HUM,ind,3,4472
what do opposite faces of a die always add up to ?,ENTY,other,2,3906
how many species of sharks are there ?,NUM,count,5,216
what two baseball players make up the battery ?,HUM,ind,3,1355
what was the nickname of german flying ace manfred von richthofen ?,HUM,ind,3,2147
what is the longest english word that can be formed using just the first row of letters on a typewriter ?,ENTY,word,2,2613
who were the yankee 's frequent enemies ?,HUM,gr,3,1556
what war saw battles at parrot 's beak and black virgin ?,ENTY,event,2,1727
what is dextropropoxyphen napsylate ?,DESC,def,1,5108
what is cabarnet sauvignon ?,DESC,def,1,2851
what 's the red planet ?,DESC,def,1,1944
what country borders the most others ?,LOC,country,4,3335
which german president was pressured into appointing hitler chancellor in 1933 ?,HUM,ind,3,4076
who is the best known villain of the 165 gunpowder plot ?,HUM,ind,3,1382
"what basketball player is credited with 23 , 924 rebounds ?",HUM,ind,3,4010
what are the characters ' names in the scooby-doo cartoon ?,HUM,ind,3,1129
what does a resurrectionist steal ?,ENTY,other,2,3516
what ernest hemingway novel had the working title fiesta ?,ENTY,cremat,2,2460
what is columbia tristar 's phone number ?,NUM,code,5,2004
what does a polyorchid man have at least three of ?,ENTY,other,2,3673
"how do you say , `` i love you '' in other languages ?",ENTY,termeq,2,2502
what is white chocolate ?,DESC,def,1,643
what is `` alternative '' anymore ?,DESC,def,1,4329
how long does it take to travel from tokyo to niigata ?,NUM,period,5,4135
what does visine get out ?,ENTY,other,2,2482
who runs andy capp 's favorite pub ?,HUM,ind,3,2031
how do you say `` grandma '' in irish ?,ENTY,termeq,2,2279
what are the most common elements in seawater ?,ENTY,substance,2,1313
what causes pneumonia ?,DESC,reason,1,187
how many pairs of legs does a lobster have ?,NUM,count,5,749
"what happened on january 15 , 1969 ?",ENTY,event,2,5314
where 's the bernini-bristol hotel ?,LOC,other,4,4657
how can i get a comic character i made copyrighted and published ?,DESC,manner,1,1063
what is boston kreme ?,DESC,def,1,3196
how can a foreigner get a u.s. social security card ?,DESC,manner,1,3690
"when not adventuring on rann , what does adam strange call his profession ?",HUM,title,3,3846
who killed lee harvey oswald ?,HUM,ind,3,3435
where does the tennis star stefan edberg come from ?,LOC,other,4,2713
when did the bounty mutiny take place ?,NUM,date,5,130
in what city does maurizio pellegrin now live ?,LOC,city,4,5446
where is the largest dam in the world ?,LOC,other,4,3628
what italian leader had a lifelong fear of the evil eye ?,HUM,ind,3,2705
what is the origin of `` beauty is in the eye of the beholder '' ?,DESC,desc,1,2737
what 's the motto of the boy scouts ?,DESC,desc,1,4592
whom did friz freleng add to the warner bros. cartoon ranks ?,HUM,ind,3,3121
what level of government or governmental agency is responsible for dealing with racism ?,HUM,gr,3,477
what are the most common breeding birds in the u.s. ?,ENTY,animal,2,994
what does a heliologist study ?,ENTY,other,2,2921
what is a fear of bees ?,ENTY,dismed,2,565
what is the origin of the name igor ?,DESC,desc,1,3412
what game does garry kasparov play ?,ENTY,sport,2,4352
how do you make a paintball ?,DESC,manner,1,107
which two products use a tiger as their symbol ?,ENTY,product,2,1990
what country borders denmark to the south ?,LOC,country,4,3464
who is considered the first lady of the american stage ?,HUM,ind,3,1783
when was franklin d. roosevelt stricken with polio ?,NUM,date,5,3377
which doonesbury character was likely to turn into a werewolf ?,HUM,ind,3,304
what does salk vaccine prevent ?,ENTY,dismed,2,2307
what card game can feature dealer 's choice ?,ENTY,sport,2,5042
what is the origin of the first name ` breony ' ?,DESC,desc,1,2734
what feminist wrote sexual politics and flying ?,HUM,ind,3,3953
what is april 's gemstone ?,ENTY,other,2,3304
what is the tallest mountain ?,LOC,mount,4,3886
who invented baseball ?,HUM,ind,3,534
what does `` b.y.o.b. '' mean ?,ABBR,exp,0,4456
what is the second highest mountain peak in the world ?,LOC,mount,4,1805
when was queen victoria born ?,NUM,date,5,1706
what are the names of the different toes ?,ENTY,body,2,2151
what kind of people took part in shays ' rebellion in massachusetts in 1787 ?,HUM,gr,3,2889
what do i need to learn to design web pages ?,DESC,desc,1,2286
why is hockey so violent ?,DESC,reason,1,3632
when is the site www.questions.com going to open ?,NUM,date,5,617
what country in latin america is the largest one ?,LOC,country,4,1152
where can i find out the top 1 singles ?,LOC,other,4,493
what bird can swim but can 't fly ?,ENTY,animal,2,1062
who played lucas mccain on the rifleman ?,HUM,ind,3,5370
"what u.s. general died december 1 , 1945 , when his jeep collided with a truck ?",HUM,ind,3,3199
name a film that has won the golden bear in the berlin film festival ?,ENTY,cremat,2,2099
"who killed more people , hitler or stalin ?",HUM,ind,3,1386
what do goldfish lose if kept in dimly-lit or running water ?,ENTY,other,2,2895
what web sites are linked to the report on genesis eldercare ?,LOC,other,4,4429
who served as inspiration for the schoolteacher portrayed by robin williams in `` dead poets society '' ?,HUM,ind,3,1378
what city is sometimes called gotham ?,LOC,city,4,194
which is heavier - cream or milk ?,ENTY,food,2,2617
why do we call someone `` honey '' ?,DESC,reason,1,2699
how did rocky marciano die ?,DESC,manner,1,2478
what started in 1849 when gold was discovered at sutter 's mill ?,ENTY,event,2,3124
what do the french call la manche ?,ENTY,termeq,2,1938
"what two historical figures , who fought each other in a famous battle , each have a food named after them ?",HUM,ind,3,3414
jackson pollock was a native of what country ?,LOC,country,4,4729
what do you know about multicultural and multilingual schools ?,DESC,desc,1,5197
what does `` extended definition '' mean and how would one write a paper on it ?,DESC,def,1,62
how much will gas be taxed in california by the year 2000 ?,NUM,money,5,4404
what does the `` blue ribbon '' stand for ?,ABBR,exp,0,4964
how many calories are there in a big mac ?,NUM,count,5,334
what did vasco da gama discover ?,ENTY,other,2,4824
how many hands does bjorn borg use when hitting his forehand ?,NUM,count,5,859
what happens to the female body with lack of sleep and food ?,DESC,desc,1,2765
what will the california gas tax be in the year 2000 ?,NUM,money,5,3408
how do they get teflon to stick to the pan ?,DESC,manner,1,4450
what 's the no. 1 killer in industrialized countries ?,ENTY,other,2,1287
where is los vegas ?,LOC,other,4,3529
how long do you have to live in a community to vote ?,NUM,period,5,4725
who is the prophet that is most connected to the dead sea ?,HUM,ind,3,3506
where is santa lucia ?,LOC,other,4,1724
what color was the hundred billionth crayon made by crayola ?,ENTY,color,2,4693
where can i find detailed information about manchukuo ?,LOC,other,4,2399
why did the globe theatre burn down ?,DESC,reason,1,2864
how do you calculate the change in enthalpy of a chemical reaction ?,DESC,manner,1,3428
name of king arthur 's sword ?,ENTY,other,2,3730
what whisky is `` known by the company it keeps '' ?,ENTY,food,2,4003
what vowel do all esperanto nouns end in ?,ENTY,letter,2,2159
what caused shea & gould to close their l.a. office ?,DESC,reason,1,1387
what is drew barrymore 's middle name ?,HUM,ind,3,2072
how long does it take the moon to revolve around the earth ?,NUM,period,5,4109
what fruit does the ficus produce ?,ENTY,food,2,5266
what are some children 's rights ?,DESC,desc,1,3432
what english word has the most letters ?,ENTY,word,2,2561
who was the girl in peter sellers 's soup ?,HUM,ind,3,5306
what is the origin of the rock band led zeppelin 's name ?,DESC,desc,1,4531
"which hair care product told us `` hate that gray , wash it away '' ?",ENTY,product,2,770
what is another word for diet ?,ENTY,word,2,2130
where can i find examples of legal cases about the individuals with disabilities education act ?,LOC,other,4,1334
what does ibm stand for ?,ABBR,exp,0,1455
how many earthworms are in a single pasture ?,NUM,count,5,1821
what 's a `` coup de poing '' to a french boxer ?,DESC,def,1,4909
what is a fear of strong light ?,ENTY,dismed,2,1792
who was the actor who played sam in the movie casablanca ?,HUM,ind,3,3806
what asian city boasts the world 's biggest bowling alley ?,LOC,city,4,1829
how far out is the universe ?,NUM,dist,5,2760
how many pitchers occupy the shelf beside the crouching woman in edgar degas 's 1886 painting the tub ?,NUM,count,5,3187
what are some chemical properties of mendelevium ?,DESC,desc,1,3119
how many people are taller than 7 feet ?,NUM,count,5,3255
from what cause does tuberculosis stem ?,DESC,reason,1,3619
how tall was the animated frankenstein,NUM,dist,5,5170
where can i find info on alexander mackenzie ?,LOC,other,4,4254
"how does cos cob , ct get its name ?",DESC,manner,1,4638
what is object-oriented design ?,DESC,def,1,3767
which mayonnaise refers to itself as `` real '' mayonnaise ?,ENTY,food,2,3896
what percentage of all world tornados touch down in the us ?,NUM,perc,5,2844
what three colors are on the french flag ?,ENTY,color,2,1883
what is the weight of a teaspoon of matter in a black hole ?,NUM,weight,5,3297
what film was based on the play everybody comes to rick 's ?,ENTY,cremat,2,2698
who is imam hussain ben ali whom shia people believe in ?,HUM,desc,3,1958
"what are vermicilli , rigati , zitoni , and tubetti ?",DESC,def,1,3370
how many people live in the falklands ?,NUM,count,5,1680
"what do the letters ce stand for on so many products , particularly electrical , purchased now ?",ABBR,exp,0,4263
what do the names andrew and christina mean ?,DESC,def,1,1600
what is a fear of shadows ?,ENTY,dismed,2,88
who created big ben ?,HUM,ind,3,1731
"what famous soldier was born in europe , died in asia , and was laid to rest in africa ?",HUM,ind,3,1831
what does a chef coddle eggs in ?,ENTY,other,2,4653
ray charles plays which instrument ?,ENTY,instru,2,1248
which college did dikembe mutombo play basketball for ?,HUM,gr,3,4424
why are the ears your center of balance ?,DESC,reason,1,583
what was originally defined as one 1-millionth of the distance from the equator to the pole ?,ENTY,termeq,2,2981
"what does the greek word polis mean , as in minneapolis ?",DESC,def,1,2398
what racehorse won an associated press poll as the greatest horse of the 20th century ?,ENTY,animal,2,3608
what famous male vocalist has the same name as the composer of the opera hansel and gretel ?,HUM,ind,3,2838
where is logan airport ?,LOC,other,4,972
what was eduard shevardnadze 's job in the soviet union ?,HUM,title,3,1131
where can i get information about cystic fibrosis ?,LOC,other,4,1537
when was the internal combustion engine developed ?,NUM,date,5,2438
where can i find an ask an expert site ?,LOC,other,4,3073
what is the name of a greek god ?,HUM,ind,3,3402
what english explorer discovered and named virginia ?,HUM,ind,3,5433
what is gymnophobia ?,DESC,def,1,139
which company created the internet browser mosaic ?,HUM,gr,3,210
who was nicknamed the little corporal ?,HUM,ind,3,910
what are the largest breweries in the world ?,LOC,other,4,1243
what is the history of skateboarding ?,DESC,desc,1,74
"what argentine revolutionary fought with castro and died in bolivia in may , 1979 ?",HUM,ind,3,5413
what was the name of baretta 's cockatoo ?,ENTY,animal,2,3743
when are sheep shorn ?,NUM,date,5,961
